"CIPCode2010","CIPTitle2010","Action","Text change","CIPCode2020","CIPTitle2020"
="15.14","Nuclear Engineering Technologies/Technicians.","No substantive changes",yes,="15.14","Nuclear Engineering Technology/Technician."
="15.1401","Nuclear Engineering Technology/Technician.","No substantive changes",no,="15.1401","Nuclear Engineering Technology/Technician."
="15.15","Engineering-Related Fields.","No substantive changes",no,="15.15","Engineering-Related Fields."
="15.1501","Engineering/Industrial Management.","No substantive changes",no,="15.1501","Engineering/Industrial Management."
="15.1502","Engineering Design.","No substantive changes",no,="15.1502","Engineering Design."
="15.1503","Packaging Science.","No substantive changes",no,="15.1503","Packaging Science."
="15.1599","Engineering-Related Fields, Other.","No substantive changes",no,="15.1599","Engineering-Related Fields, Other."
="15.16","Nanotechnology.","No substantive changes",no,="15.16","Nanotechnology."
="15.1601","Nanotechnology.","No substantive changes",no,="15.1601","Nanotechnology."
"","","New",no,="15.17","Energy Systems Technologies/Technicians."
"","","New",no,="15.1702","Power Plant Technology/Technician."
"","","New",no,="15.1704","Wind Energy Technology/Technician."
"","","New",no,="15.1705","Hydroelectric Energy Technology/Technician."
"","","New",no,="15.1706","Geothermal Energy Technology/Technician."
"","","New",no,="15.1799","Energy Systems Technologies/Technicians, Other."
="15.99","Engineering Technologies/Technicians, Other.","No substantive changes",yes,="15.99","Engineering/Engineering-Related Technologies/Technicians, Other."
="15.9999","Engineering Technologies and Engineering-Related Fields, Other.","No substantive changes",yes,="15.9999","Engineering/Engineering-Related Technologies/Technicians, Other."
="16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.","No substantive changes",no,="16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS."
="16.01","Linguistic, Comparative, and Related Language Studies and Services.","No substantive changes",no,="16.01","Linguistic, Comparative, and Related Language Studies and Services."
="16.0101","Foreign Languages and Literatures, General.","No substantive changes",no,="16.0101","Foreign Languages and Literatures, General."
="16.0102","Linguistics.","No substantive changes",no,="16.0102","Linguistics."
="16.0103","Language Interpretation and Translation.","No substantive changes",no,="16.0103","Language Interpretation and Translation."
="16.0104","Comparative Literature.","No substantive changes",no,="16.0104","Comparative Literature."
="16.0105","Applied Linguistics.","No substantive changes",no,="16.0105","Applied Linguistics."
="16.0199","Linguistic, Comparative, and Related Language Studies and Services, Other.","No substantive changes",no,="16.0199","Linguistic, Comparative, and Related Language Studies and Services, Other."
="16.02","African Languages, Literatures, and Linguistics.","No substantive changes",no,="16.02","African Languages, Literatures, and Linguistics."
="16.0201","African Languages, Literatures, and Linguistics.","No substantive changes",no,="16.0201","African Languages, Literatures, and Linguistics."
="16.03","East Asian Languages, Literatures, and Linguistics.","No substantive changes",no,="16.03","East Asian Languages, Literatures, and Linguistics."
="16.0300","East Asian Languages, Literatures, and Linguistics, General.","No substantive changes",no,="16.0300","East Asian Languages, Literatures, and Linguistics, General."
="16.0301","Chinese Language and Literature.","No substantive changes",no,="16.0301","Chinese Language and Literature."
="16.0302","Japanese Language and Literature.","No substantive changes",no,="16.0302","Japanese Language and Literature."
="16.0303","Korean Language and Literature.","No substantive changes",no,="16.0303","Korean Language and Literature."
="16.0304","Tibetan Language and Literature.","No substantive changes",no,="16.0304","Tibetan Language and Literature."
="16.0399","East Asian Languages, Literatures, and Linguistics, Other.","No substantive changes",no,="16.0399","East Asian Languages, Literatures, and Linguistics, Other."
="16.04","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.","No substantive changes",no,="16.04","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics."
="16.0400","Slavic Languages, Literatures, and Linguistics, General.","No substantive changes",no,="16.0400","Slavic Languages, Literatures, and Linguistics, General."
="16.0401","Baltic Languages, Literatures, and Linguistics.","No substantive changes",no,="16.0401","Baltic Languages, Literatures, and Linguistics."
="16.0402","Russian Language and Literature.","No substantive changes",no,="16.0402","Russian Language and Literature."
="16.0404","Albanian Language and Literature.","No substantive changes",no,="16.0404","Albanian Language and Literature."
="16.0405","Bulgarian Language and Literature.","No substantive changes",no,="16.0405","Bulgarian Language and Literature."
="16.0406","Czech Language and Literature.","No substantive changes",no,="16.0406","Czech Language and Literature."
="16.0407","Polish Language and Literature.","No substantive changes",no,="16.0407","Polish Language and Literature."
="16.0408","Bosnian, Serbian, and Croatian Languages and Literatures.","No substantive changes",no,="16.0408","Bosnian, Serbian, and Croatian Languages and Literatures."
="16.0409","Slovak Language and Literature.","No substantive changes",no,="16.0409","Slovak Language and Literature."
="16.0410","Ukrainian Language and Literature.","No substantive changes",no,="16.0410","Ukrainian Language and Literature."
="16.0499","Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other.","No substantive changes",no,="16.0499","Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other."
="16.05","Germanic Languages, Literatures, and Linguistics.","No substantive changes",no,="16.05","Germanic Languages, Literatures, and Linguistics."
="16.0500","Germanic Languages, Literatures, and Linguistics, General.","No substantive changes",no,="16.0500","Germanic Languages, Literatures, and Linguistics, General."
="16.0501","German Language and Literature.","No substantive changes",no,="16.0501","German Language and Literature."
="16.0502","Scandinavian Languages, Literatures, and Linguistics.","No substantive changes",no,="16.0502","Scandinavian Languages, Literatures, and Linguistics."
="16.0503","Danish Language and Literature.","No substantive changes",no,="16.0503","Danish Language and Literature."
="16.0504","Dutch/Flemish Language and Literature.","No substantive changes",no,="16.0504","Dutch/Flemish Language and Literature."
="16.0505","Norwegian Language and Literature.","No substantive changes",no,="16.0505","Norwegian Language and Literature."
="16.0506","Swedish Language and Literature.","No substantive changes",no,="16.0506","Swedish Language and Literature."
="16.0599","Germanic Languages, Literatures, and Linguistics, Other.","No substantive changes",no,="16.0599","Germanic Languages, Literatures, and Linguistics, Other."
="16.06","Modern Greek Language and Literature.","No substantive changes",no,="16.06","Modern Greek Language and Literature."
="16.0601","Modern Greek Language and Literature.","No substantive changes",no,="16.0601","Modern Greek Language and Literature."
="16.07","South Asian Languages, Literatures, and Linguistics.","No substantive changes",no,="16.07","South Asian Languages, Literatures, and Linguistics."
="16.0700","South Asian Languages, Literatures, and Linguistics, General.","No substantive changes",no,="16.0700","South Asian Languages, Literatures, and Linguistics, General."
="16.0701","Hindi Language and Literature.","No substantive changes",no,="16.0701","Hindi Language and Literature."
="16.0702","Sanskrit and Classical Indian Languages, Literatures, and Linguistics.","No substantive changes",no,="16.0702","Sanskrit and Classical Indian Languages, Literatures, and Linguistics."
="16.0704","Bengali Language and Literature.","No substantive changes",no,="16.0704","Bengali Language and Literature."
="16.0705","Punjabi Language and Literature.","No substantive changes",no,="16.0705","Punjabi Language and Literature."
="16.0706","Tamil Language and Literature.","No substantive changes",no,="16.0706","Tamil Language and Literature."
="16.0707","Urdu Language and Literature.","No substantive changes",no,="16.0707","Urdu Language and Literature."
="16.0799","South Asian Languages, Literatures, and Linguistics, Other.","No substantive changes",no,="16.0799","South Asian Languages, Literatures, and Linguistics, Other."
="16.08","Iranian/Persian Languages, Literatures, and Linguistics.","No substantive changes",no,="16.08","Iranian/Persian Languages, Literatures, and Linguistics."
="16.0801","Iranian Languages, Literatures, and Linguistics.","No substantive changes",no,="16.0801","Iranian Languages, Literatures, and Linguistics."
="16.09","Romance Languages, Literatures, and Linguistics.","No substantive changes",no,="16.09","Romance Languages, Literatures, and Linguistics."
="16.0900","Romance Languages, Literatures, and Linguistics, General.","No substantive changes",no,="16.0900","Romance Languages, Literatures, and Linguistics, General."
